Sample Number,Sample Date,Sample Time,Sample Site,Sample class,Residual Free Chlorine (mg/L),Turbidity (NTU),Fluoride (mg/L),Coliform (Quanti-Tray) (MPN /100mL),E.coli(Quanti-Tray) (MPN/100mL)
201504890,3/3/15,11:24,53550,Compliance,0.43,0.99,0.79,<1,<1
201504891,3/3/15,10:17,59050,Compliance,0.8,1.48,0.79,<1,<1
201505291,3/8/15,11:36,1S04,Operational,0.61,1.14,0.79,<1,<1
201505356,3/9/15,11:58,1S04,Operational,0.66,1.09,0.79,<1,<1
201505357,3/9/15,11:04,1S07,Operational,0.66,1.05,0.79,<1,<1
201505359,3/9/15,12:21,1S03B,Operational,0.6,1.03,0.79,<1,<1
201505673,3/12/15,12:36,1S07,Operational,0.61,1.11,0.79,<1,<1
201505732,3/12/15,10:40,1S03A,Operational,0.82,1.13,0.79,<1,<1
201505733,3/12/15,11:30,1S03B,Operational,0.69,1.15,0.79,<1,<1
201505734,3/13/15,12:22,1S04,Operational,0.56,1.01,0.79,<1,<1
201505735,3/13/15,10:42,1S07,Operational,0.69,1.05,0.79,<1,<1
201505830,3/14/15,12:14,1S04,Operational,0.67,1.01,0.79,<1,<1
201505831,3/14/15,10:43,1S07,Operational,0.54,0.86,0.79,<1,<1
201505895,3/15/15,11:47,1S04,Operational,0.68,1.07,0.79,<1,<1
201505897,3/15/15,10:33,1S03A,Operational,0.71,0.94,0.79,<1,<1
201505959,3/16/15,11:14,1S07,Operational,0.54,1.02,0.79,<1,<1
201505961,3/16/15,12:07,1S03B,Operational,0.68,0.94,0.79,<1,<1
201506048,3/17/15,10:22,1S04,Operational,0.69,0.92,0.79,<1,<1
201506160,3/18/15,10:54,1S07,Operational,0.53,0.91,0.79,<1,<1
201506322,3/20/15,11:18,1S04,Operational,0.65,0.97,0.79,<1,<1
201506714,3/25/15,11:10,1S03B,Operational,0.6,1.26,0.79,<1,<1
201506803,3/26/15,10:56,1S04,Operational,0.67,1.24,0.79,<1,<1
201506804,3/26/15,11:37,1S07,Operational,0.59,1.21,0.79,<1,<1
201506806,3/26/15,10:33,1S03B,Operational,0.62,1.18,0.79,<1,<1
201507103,3/30/15,10:21,1S03A,Operational,0.72,1.2,0.79,<1,<1
201507183,3/31/15,10:01,1S07,Operational,0.67,1.39,0.79,<1,<1
201507272,4/1/15,9:42,1S04,Operational,0.67,1.27,0.79,<1,<1
201507275,4/1/15,11:08,1S03B,Operational,0.58,1.31,0.79,<1,<1
201507454,4/3/15,10:10,1S03A,Operational,0.71,1.33,0.79,<1,<1
201507530,4/4/15,11:01,1S04,Operational,0.66,1.35,0.79,<1,<1
201507531,4/4/15,11:58,1S07,Operational,0.67,1.34,0.79,<1,<1
201507532,4/4/15,10:00,1S03A,Operational,0.73,1.32,0.79,<1,<1
201507533,4/4/15,10:28,1S03B,Operational,0.57,1.27,0.79,<1,<1
201507606,4/5/15,11:35,1S07,Operational,0.69,1.43,0.79,<1,<1
201507672,4/6/15,12:06,1S04,Operational,0.65,1.29,0.79,<1,<1
201507673,4/6/15,10:43,1S07,Operational,0.68,1.35,0.79,<1,<1
201507674,4/6/15,10:48,1S03A,Operational,0.67,1.29,0.79,<1,<1
201507675,4/6/15,10:18,1S03B,Operational,0.62,1.27,0.79,<1,<1
201507763,4/7/15,9:29,30150,Compliance,0.45,1.15,0.79,<1,<1
201507773,4/7/15,10:00,51450,Compliance,0.49,1.19,0.79,<1,<1
201507938,4/9/15,10:44,1S07,Operational,0.54,1.37,0.79,<1,<1
201508219,4/12/15,11:30,1S03B,Operational,0.65,1.15,0.79,<1,<1
201508282,4/13/15,12:50,1S04,Operational,0.7,1.08,0.79,<1,<1
201508283,4/13/15,11:36,1S07,Operational,0.55,1.13,0.79,<1,<1
201508284,4/13/15,11:26,1S03A,Operational,0.86,1.05,0.79,<1,<1
201508285,4/13/15,12:20,1S03B,Operational,0.66,1.11,0.79,<1,<1
201509365,4/25/15,11:29,1S03A,Operational,0.62,0.87,0.79,<1,<1
201511488,5/18/15,9:46,1SCH4,Operational,0.33,1.1,0.79,<1,<1
201525461,10/10/15,9:21,1SCH4,Operational,0.36,0.12,0.79,<1,<1
201528820,11/15/15,9:44,1SCH4,Operational,0.74,0.18,0.79,<1,<1
201528988,11/17/15,10:01,1SCL1,Operational,0.95,0.35,0.79,<1,<1
201529485,11/22/15,9:21,1SCL1,Operational,0.89,0.2,0.79,<1,<1
201531996,12/20/15,12:56,1SCL1,Operational,0.91,0.45,0.79,<1,<1
201634833,1/21/16,11:36,1SCL1,Operational,0.82,0.5,0.79,<1,<1
201635135,1/24/16,12:08,1SCL1,Operational,0.89,0.47,0.79,<1,<1
201635950,2/2/16,10:44,33950,Compliance,0.4,0.13,0.79,<1,<1
201637303,2/16/16,9:35,1SCL1,Operational,0.61,0.25,0.79,<1,<1
201638626,3/1/16,10:48,1SCL1,Operational,1.05,0.35,0.79,<1,<1
201639100,3/6/16,10:20,1SCL1,Operational,0.76,0.26,0.79,<1,<1
201641007,3/24/16,11:05,1SCL1,Operational,0.8,0.15,0.79,<1,<1
201642865,4/11/16,10:57,1SCL1,Operational,0.83,0.1,0.79,<1,<1
201645678,5/8/16,9:42,1SCL1,Operational,0.81,0.28,0.79,<1,<1
201646405,5/16/16,12:33,1SCL1,Operational,0.77,0.23,0.79,<1,<1
201647659,5/29/16,9:36,1SCL1,Operational,0.93,0.21,0.79,<1,<1
201650966,6/28/16,9:08,1SCL1,Operational,0.8,0.18,0.79,<1,<1
201651088,6/29/16,9:38,1SCL1,Operational,0.79,0.23,0.79,<1,<1
201651436,7/2/16,9:53,1SCL1,Operational,0.83,0.1,0.79,<1,<1
201651535,7/3/16,9:17,1SCL1,Operational,0.89,0.11,0.79,<1,<1
201653108,7/18/16,12:37,1SCL1,Operational,0.81,0.1,0.79,<1,<1
201654615,7/30/16,8:33,1SCL1,Operational,0.92,0.22,0.79,<1,<1
201665238,11/9/16,9:30,1SCH3,Operational,0.56,0.11,0.79,<1,<1
201803514,2/5/18,9:09,1SCH3,Operational,0.68,0.87,0.79,<1,<1
201807726,3/17/18,10:37,1SCL1,Operational,0.56,1.07,0.79,<1,<1
201816096,6/1/18,11:38,1SCL1,Operational,0.79,0.17,0.79,<1,<1
201816593,6/6/18,11:41,1SCL1,Operational,0.71,0.17,0.79,<1,<1
201818095,6/18/18,9:34,1SCL1,Operational,0.84,0.18,0.79,<1,<1
201818827,6/24/18,10:37,1SCL1,Operational,0.84,0.29,0.79,<1,<1
201820120,7/5/18,10:03,1SCL1,Operational,0.91,0.16,0.79,<1,<1
201820911,7/12/18,9:42,1SCL1,Operational,0.89,0.15,0.79,<1,<1
201821036,7/13/18,11:07,1SCL1,Operational,0.86,0.16,0.79,<1,<1
201823428,8/4/18,10:29,1SCL1,Operational,0.81,0.1,0.79,<1,<1
201824363,8/12/18,8:55,1SCL1,Operational,0.92,<0.10,0.79,<1,<1
201824545,8/14/18,10:04,1SCL1,Operational,0.91,<0.10,0.79,<1,<1
201831879,10/21/18,9:20,1SCL1,Operational,1.03,0.12,0.79,<1,<1
201832573,10/27/18,9:51,1SCL1,Operational,0.98,<0.10,0.79,<1,<1
201833689,11/7/18,9:17,3SC26,Operational,0.9,0.1,0.79,<1,<1
201905498,2/23/19,10:27,1SCH3,Operational,0.42,<0.10,0.79,<1,<1
201907609,3/16/19,9:38,1SCH3,Operational,0.49,<0.10,0.79,<1,<1
201914692,5/24/19,10:56,1SCL1,Operational,0.78,0.15,0.79,<1,<1
201914806,5/25/19,8:47,1SCL1,Operational,0.85,0.14,0.79,<1,<1
201914932,5/27/19,11:03,1SCL1,Operational,0.8,0.16,0.79,<1,<1
202033984,11/21/20,9:31,1SCL1,Operational,0.86,0.11,0.79,<1,<1
202035287,12/3/20,10:27,1SCH3,Operational,0.66,<0.10,0.79,<1,<1
202035962,12/9/20,10:05,1SCH3,Operational,0.66,<0.10,0.79,<1,<1
202035963,12/9/20,10:15,1SCL1,Operational,0.75,0.1,0.79,<1,<1
202036147,12/11/20,9:10,1SCL1,Operational,0.7,0.11,0.79,<1,<1
202036347,12/13/20,9:53,1SCH3,Operational,0.65,0.1,0.79,<1,<1
202036692,12/16/20,7:49,1SCH3,Operational,0.64,<0.10,0.79,<1,<1
202036693,12/16/20,8:19,1SCL1,Operational,0.55,0.11,0.79,<1,<1
202037250,12/21/20,9:09,1SCL1,Operational,0.68,0.14,0.79,<1,<1
202037479,12/23/20,10:18,1SCH3,Operational,0.59,0.11,0.79,<1,<1
202037589,12/24/20,9:32,1SCH3,Operational,0.51,0.11,0.79,<1,<1
202038070,12/29/20,10:17,1SCH3,Operational,0.58,0.12,0.79,<1,<1
202100873,1/9/21,8:42,1SCH3,Operational,0.53,<0.10,0.79,<1,<1
202101777,1/17/21,9:35,1SCH3,Operational,0.62,0.15,0.79,<1,<1
202101778,1/17/21,9:41,1SCL1,Operational,0.77,0.14,0.79,<1,<1
202102168,1/20/21,10:46,1SCH3,Operational,0.53,<0.10,0.79,<1,<1
202102255,1/21/21,9:03,1SCH3,Operational,0.52,0.11,0.79,<1,<1
202102939,1/26/21,8:40,1SCH3,Operational,0.61,0.1,0.79,<1,<1
202103632,2/1/21,9:31,1SCH3,Operational,0.64,<0.10,0.79,<1,<1
202104042,2/4/21,11:06,1SCL1,Operational,0.82,0.13,0.79,<1,<1
202104502,2/8/21,10:33,1SCL1,Operational,0.7,0.2,0.79,<1,<1
202105144,2/14/21,11:23,1SCH3,Operational,0.65,0.12,0.79,<1,<1
202105450,2/17/21,11:17,1SCH3,Operational,0.64,0.1,0.79,<1,<1
202105727,2/20/21,9:11,1SCL1,Operational,0.78,0.18,0.79,<1,<1
202106515,2/28/21,9:51,1SCL1,Operational,0.64,0.23,0.79,<1,<1
202109624,3/29/21,9:22,1SCL1,Operational,0.63,0.12,0.79,<1,<1
202109734,3/30/21,10:14,1SCH3,Operational,0.55,0.1,0.79,<1,<1
202109735,3/30/21,10:24,1SCL1,Operational,0.79,0.13,0.79,<1,<1
202110943,4/8/21,10:28,1SCH3,Operational,0.6,0.12,0.79,<1,<1
202111243,4/10/21,8:29,1SCH3,Operational,0.53,<0.10,0.79,<1,<1
202112496,4/21/21,9:37,1SCH3,Operational,0.59,<0.10,0.79,<1,<1
202112724,4/23/21,10:24,1SCH3,Operational,0.49,<0.10,0.79,<1,<1
202112830,4/24/21,10:41,1SCH3,Operational,0.6,0.1,0.79,<1,<1
202113872,5/4/21,10:03,1SCH3,Operational,0.56,0.11,0.79,<1,<1
202114540,5/10/21,9:22,1SCH3,Operational,0.6,0.1,0.79,<1,<1
202114783,5/12/21,8:08,1SCH3,Operational,0.53,0.11,0.79,<1,<1
202114913,5/13/21,9:08,1SCH3,Operational,0.57,<0.10,0.79,<1,<1
202115184,5/16/21,9:08,1SCH3,Operational,0.51,0.1,0.79,<1,<1
202115371,5/18/21,9:20,1SCH3,Operational,0.55,0.13,0.79,<1,<1
202115629,5/20/21,9:53,1SCH3,Operational,0.52,0.16,0.79,<1,<1
202115715,5/21/21,10:59,1SCH3,Operational,0.62,0.11,0.79,<1,<1
202115888,5/23/21,10:02,1SCH3,Operational,0.53,0.1,0.79,<1,<1
202116107,5/25/21,8:11,1SCH3,Operational,0.53,<0.10,0.79,<1,<1
202116325,5/27/21,8:04,1SCH3,Operational,0.48,0.11,0.79,<1,<1
202422105,8/20/24,11:22,1SCL1,Operational,0.98,0.73,0.79,<1,<1
202422885,8/29/24,8:59,1S03B,Operational,0.71,0.8,0.79,<1,<1
202428375,10/25/24,1899-12-31T08:07:00.000,1S03A,Operational,0.96,0.7,0.78,<1,<1
202127906,9/2/21,10:27,1SCL1,Operational,0.81,0.13,0.78,<1,<1
202130145,9/22/21,10:21,1SCH3,Operational,0.67,0.14,0.78,<1,<1
202228997,10/11/22,9:48,1SCL1,Operational,0.76,0.21,0.78,<1,<1
202229003,10/11/22,9:57,3SC26,Operational,0.98,0.12,0.78,<1,<1
202229070,10/12/22,9:53,1SCH3,Operational,0.69,0.13,0.78,<1,<1
202229500,10/16/22,10:19,1SCH3,Operational,0.63,0.18,0.78,<1,<1
202236191,12/26/22,9:33,1S03A,Operational,0.77,1,0.78,<1,<1
202236194,12/26/22,11:33,1SCL1,Operational,0.58,0.96,0.78,<1,<1
202300432,1/5/23,10:59,1SCH3,Operational,0.7,0.97,0.78,<1,<1
202300433,1/5/23,11:08,1SCL1,Operational,0.6,0.88,0.78,<1,<1
202300668,1/8/23,8:53,1S03,Operational,0.75,0.94,0.78,<1,<1
202300669,1/8/23,10:40,1S03A,Operational,0.83,0.96,0.78,<1,<1
202300670,1/8/23,10:15,1S03B,Operational,0.76,0.93,0.78,<1,<1
202300671,1/8/23,9:15,1SCH3,Operational,0.54,1,0.78,<1,<1
202300672,1/8/23,9:25,1SCL1,Operational,0.65,0.95,0.78,<1,<1
202301213,1/14/23,9:17,1S03A,Operational,0.85,1,0.78,<1,<1
202301215,1/14/23,11:01,1SCH3,Operational,0.7,0.96,0.78,<1,<1
202301216,1/14/23,11:13,1SCL1,Operational,0.77,1.1,0.78,<1,<1
202301776,1/20/23,8:51,1SCH3,Operational,0.57,0.91,0.78,<1,<1
202301777,1/20/23,8:59,1SCL1,Operational,0.54,0.85,0.78,<1,<1
202305400,3/1/23,9:47,1SCH3,Operational,0.67,0.19,0.78,<1,<1
202310850,4/29/23,9:21,1SCL1,Operational,0.6,0.36,0.78,<1,<1
202312131,5/11/23,11:40,1SCL1,Operational,0.74,0.34,0.78,<1,<1
202401443,1/17/24,9:55,1SCL1,Operational,0.76,1.13,0.78,<1,<1
201504208,2/22/15,16:03,1S03A,Operational,0.78,1.08,0.78,<1,<1
201504681,3/1/15,11:53,1S04,Operational,0.63,0.96,0.78,<1,<1
201504682,3/1/15,11:21,1S07,Operational,0.61,1.04,0.78,<1,<1
201504683,3/1/15,10:37,1S03A,Operational,0.74,1,0.78,<1,<1
201504747,3/2/15,9:06,1S03A,Operational,0.64,1.08,0.78,<1,<1
201504878,3/3/15,10:13,20650,Compliance,0.46,1.04,0.78,<1,<1
201505358,3/9/15,11:54,1S03A,Operational,0.55,0.9,0.78,<1,<1
201505672,3/12/15,10:48,1S04,Operational,0.67,1.07,0.78,<1,<1
201506159,3/18/15,12:05,1S04,Operational,0.59,0.93,0.78,<1,<1
201507182,3/31/15,11:08,1S04,Operational,0.65,1.32,0.78,<1,<1
201507453,4/3/15,9:25,1S07,Operational,0.63,1.32,0.78,<1,<1
201507455,4/3/15,10:50,1S03B,Operational,0.54,1.22,0.78,<1,<1
201507761,4/7/15,9:31,22950,Compliance,0.46,1.17,0.78,<1,<1
201507771,4/7/15,10:14,46150,Compliance,0.53,1.18,0.78,<1,<1
201508216,4/12/15,10:31,1S04,Operational,0.63,1.38,0.78,<1,<1
201508217,4/12/15,11:21,1S07,Operational,0.78,1.34,0.78,<1,<1
201508218,4/12/15,10:56,1S03A,Operational,0.66,1.18,0.78,<1,<1
201511568,5/19/15,9:56,1SCL1,Operational,1.07,0.84,0.78,<1,<1
201511760,5/21/15,9:11,1SCL1,Operational,1.04,0.45,0.78,<1,<1
201511948,5/23/15,9:10,1SCL1,Operational,0.96,0.51,0.78,<1,<1
201512085,5/25/15,9:12,1SCL1,Operational,0.99,0.57,0.78,<1,<1
201512156,5/26/15,9:51,1SCH4,Operational,0.4,0.69,0.78,<1,<1
201634733,1/20/16,10:42,1SCL1,Operational,0.84,0.38,0.78,<1,<1
201635707,1/30/16,9:02,1SCL1,Operational,0.78,0.47,0.78,<1,<1
201635949,2/2/16,11:34,33450,Compliance,0.5,0.16,0.78,<1,<1
201640258,3/18/16,11:36,1SCL1,Operational,0.89,0.47,0.78,<1,<1
201640374,3/19/16,9:40,1SCL1,Operational,0.95,0.5,0.78,<1,<1
201640697,3/21/16,9:49,1SCL1,Operational,0.78,0.39,0.78,<1,<1
201641321,3/27/16,11:06,1SCL1,Operational,0.75,0.11,0.78,<1,<1
201641397,3/28/16,12:12,1SCH4,Operational,0.64,0.14,0.78,<1,<1
201641490,3/29/16,10:06,1SCL1,Operational,0.91,0.11,0.78,<1,<1
201641491,3/29/16,10:03,1SCH4,Operational,0.6,0.35,0.78,<1,<1
201642965,4/12/16,10:32,1SCL1,Operational,0.91,0.11,0.78,<1,<1
201645841,5/10/16,10:38,1SCL1,Operational,0.92,0.17,0.78,<1,<1
201645947,5/11/16,12:23,1SCL1,Operational,0.75,0.16,0.78,<1,<1
201646235,5/14/16,8:45,1SCL1,Operational,0.68,0.21,0.78,<1,<1
201646329,5/15/16,12:47,1SCL1,Operational,0.85,0.23,0.78,<1,<1
201647382,5/26/16,11:35,1SCL1,Operational,0.91,0.16,0.78,<1,<1
201648025,6/2/16,10:04,1SCL1,Operational,0.85,0.22,0.78,<1,<1
201649915,6/18/16,10:34,1SCL1,Operational,0.9,0.21,0.78,<1,<1
201650094,6/20/16,10:18,1SCL1,Operational,0.81,0.46,0.78,<1,<1
201650435,6/23/16,12:31,1SCL1,Operational,0.89,<0.10,0.78,<1,<1
201650781,6/26/16,10:07,1SCL1,Operational,0.68,0.11,0.78,<1,<1
201651334,7/1/16,12:00,1SCL1,Operational,0.8,0.1,0.78,<1,<1
201651691,7/4/16,8:53,1SCL1,Operational,0.83,<0.10,0.78,<1,<1
201652141,7/9/16,9:50,1SCL1,Operational,0.78,0.12,0.78,<1,<1
201652235,7/10/16,9:44,1SCL1,Operational,0.85,<0.10,0.78,<1,<1
201665356,11/10/16,10:43,1SCH3,Operational,0.55,0.21,0.78,<1,<1
201665616,11/13/16,8:45,1SCH3,Operational,0.77,0.11,0.78,<1,<1
201665693,11/14/16,11:47,1SCH3,Operational,0.79,0.12,0.78,<1,<1
201700205,1/2/17,9:46,1SCL1,Operational,0.78,0.13,0.78,<1,<1
201700206,1/2/17,9:34,1SCH3,Operational,0.65,0.1,0.78,<1,<1
201700314,1/3/17,11:44,1SCL1,Operational,0.88,0.14,0.78,<1,<1
201702162,1/22/17,10:41,1S03B,Operational,0.84,0.75,0.78,<1,<1
201704359,2/14/17,12:07,1SCH3,Operational,0.73,<0.10,0.78,<1,<1
201704466,2/15/17,11:59,1SCH3,Operational,0.74,0.15,0.78,<1,<1
201704912,2/20/17,10:45,1SCH3,Operational,0.59,<0.10,0.78,<1,<1
201705201,2/23/17,12:05,1SCH3,Operational,0.7,0.13,0.78,<1,<1
201801220,1/13/18,9:36,1SCH3,Operational,0.56,0.9,0.78,<1,<1
201801476,1/16/18,10:47,1S03,Operational,0.8,0.85,0.78,<1,<1
201801477,1/16/18,11:10,1S03A,Operational,0.93,0.86,0.78,<1,<1
201801479,1/16/18,11:26,1SCL1,Operational,0.68,0.91,0.78,<1,<1
201801480,1/16/18,11:14,1SCH3,Operational,0.56,0.9,0.78,<1,<1
201801684,1/16/18,12:03,1S03B,Operational,0.67,0.89,0.78,<1,<1
201803024,1/31/18,12:24,1S03A,Operational,0.75,0.9,0.78,1,<1
201803025,1/31/18,11:17,1S03B,Operational,0.71,0.83,0.78,<1,<1
201803511,2/5/18,11:14,1S03A,Operational,0.8,0.84,0.78,<1,<1
201803512,2/5/18,10:34,1S03B,Operational,0.81,0.83,0.78,<1,<1
201803513,2/5/18,9:10,1SCL1,Operational,0.63,0.89,0.78,<1,<1
201803742,2/6/18,8:43,45250,Compliance,0.45,0.87,0.78,<1,<1
201803748,2/6/18,11:13,77650,Compliance,0.45,0.87,0.78,<1,<1
201803955,2/8/18,10:08,1S03A,Operational,0.76,0.85,0.78,<1,<1
201805957,2/28/18,11:47,1S03,Operational,0.71,0.9,0.78,<1,<1
201805958,2/28/18,11:45,1S03A,Operational,0.79,1,0.78,<1,<1
201806460,3/5/18,9:44,1S03A,Operational,0.88,1.32,0.78,<1,<1
201806462,3/5/18,11:26,1SCL1,Operational,0.84,1.36,0.78,<1,<1
201807724,3/17/18,12:45,1S03A,Operational,0.84,1.1,0.78,<1,<1
201807725,3/17/18,11:33,1S03B,Operational,0.63,1.07,0.78,<1,<1
201807727,3/17/18,10:27,1SCH3,Operational,0.67,1.09,0.78,<1,<1
201815331,5/25/18,9:31,1SCL1,Operational,1,0.18,0.78,<1,<1
201817252,6/12/18,10:53,1SCL1,Operational,0.75,0.19,0.78,<1,<1
201820632,7/10/18,9:26,1SCL1,Operational,0.98,0.21,0.78,<1,<1
201820646,7/10/18,8:25,3SC26,Operational,0.7,0.1,0.78,<1,<1
201821148,7/14/18,10:59,1SCL1,Operational,0.86,0.15,0.78,<1,<1
201822761,7/29/18,9:30,1SCL1,Operational,0.96,0.13,0.78,<1,<1
201822841,7/30/18,8:21,1SCL1,Operational,0.92,0.16,0.78,<1,<1
201823977,8/9/18,9:27,1SCL1,Operational,0.96,0.11,0.78,<1,<1
201833721,11/7/18,10:53,33950,Compliance,0.44,0.14,0.78,<1,<1
201834888,11/19/18,11:22,1SCH3,Operational,0.64,0.12,0.78,<1,<1
201834889,11/19/18,11:37,1SCL1,Operational,1.07,0.25,0.78,<1,<1
201835008,11/20/18,9:49,1SCH3,Operational,0.75,0.13,0.78,<1,<1
201903730,2/6/19,9:21,1SCH3,Operational,0.49,<0.10,0.78,<1,<1
201913759,5/15/19,8:51,1SCL1,Operational,0.82,0.13,0.78,<1,<1
201913990,5/17/19,9:24,1SCL1,Operational,0.95,0.12,0.78,<1,<1
201914076,5/18/19,9:27,1SCL1,Operational,0.77,0.17,0.78,<1,<1
201915173,5/29/19,9:05,1SCL1,Resample_Operational,0.9,0.15,0.78,<1,<1
202034302,11/24/20,10:54,1SCL1,Operational,0.75,0.13,0.78,<1,<1
202035524,12/5/20,8:12,1SCL1,Operational,0.86,0.11,0.78,<1,<1
202035832,12/8/20,10:16,1SCL1,Operational,0.78,<0.10,0.78,<1,<1
202036146,12/11/20,9:04,1SCH3,Operational,0.48,<0.10,0.78,<1,<1
202036847,12/17/20,9:39,1SCL1,Operational,0.83,0.11,0.78,<1,<1
202037130,12/20/20,11:39,1SCH3,Operational,0.5,<0.10,0.78,<1,<1
202037249,12/21/20,8:59,1SCH3,Operational,0.5,0.1,0.78,<1,<1
202037341,12/22/20,9:37,1SCH3,Operational,0.48,0.13,0.78,<1,<1
202037342,12/22/20,9:47,1SCL1,Operational,0.61,0.11,0.78,<1,<1
202037972,12/28/20,10:42,1SCL1,Operational,0.7,0.12,0.78,<1,<1
202038195,12/30/20,10:56,1SCH3,Operational,0.5,0.15,0.78,<1,<1
202100069,1/1/21,10:07,1SCL1,Operational,0.83,0.12,0.78,<1,<1
202100228,1/3/21,9:53,1SCH3,Operational,0.55,0.14,0.78,<1,<1
202100229,1/3/21,10:03,1SCL1,Operational,0.75,0.1,0.78,<1,<1
202100388,1/5/21,8:48,30150,Compliance,0.48,0.21,0.78,<1,<1
202100434,1/5/21,8:32,1SCH3,Operational,0.59,0.1,0.78,<1,<1
202100435,1/5/21,9:06,1SCL1,Operational,0.75,0.12,0.78,<1,<1
202100497,1/5/21,11:13,1S04,Operational,0.49,0.1,0.78,<1,<1
202100778,1/8/21,10:26,1SCH3,Operational,0.57,0.12,0.78,<1,<1
202100779,1/8/21,10:32,1SCL1,Operational,0.76,0.11,0.78,<1,<1
202100874,1/9/21,8:55,1SCL1,Operational,0.71,0.57,0.78,<1,<1
202101177,1/12/21,10:11,1SCH3,Operational,0.55,0.1,0.78,<1,<1
202101178,1/12/21,10:24,1SCL1,Operational,0.77,0.1,0.78,<1,<1
202101425,1/14/21,10:30,1SCH3,Operational,0.56,0.11,0.78,<1,<1
202101426,1/14/21,10:43,1SCL1,Operational,0.79,0.11,0.78,<1,<1
202101682,1/16/21,9:54,1SCH3,Operational,0.56,0.11,0.78,<1,<1
202101683,1/16/21,10:05,1SCL1,Operational,0.75,0.1,0.78,<1,<1
202102169,1/20/21,10:59,1SCL1,Operational,0.75,0.1,0.78,<1,<1
202103767,2/2/21,10:13,15150,Compliance,0.58,0.41,0.78,<1,<1
202104005,2/4/21,10:02,1SCH3,Operational,0.65,0.12,0.78,<1,<1
202104501,2/8/21,10:15,1SCH3,Operational,0.64,0.12,0.78,<1,<1
202105221,2/15/21,10:16,1SCH3,Operational,0.71,0.1,0.78,<1,<1
202106247,2/25/21,9:10,1SCL1,Operational,0.7,0.19,0.78,<1,<1
202106350,2/26/21,10:45,1SCL1,Operational,0.69,0.18,0.78,<1,<1
202107051,3/5/21,10:06,1SCL1,Operational,0.64,0.16,0.78,<1,<1
202109093,3/24/21,10:56,1SCH3,Operational,0.63,0.1,0.78,<1,<1
202111694,4/14/21,10:15,1SCH3,Operational,0.47,0.11,0.78,<1,<1
202112073,4/17/21,10:02,1SCH3,Operational,0.5,0.11,0.78,<1,<1
202112251,4/19/21,8:18,1SCH3,Operational,0.55,0.11,0.78,<1,<1
202112612,4/22/21,8:44,1SCH3,Operational,0.56,<0.10,0.78,<1,<1
202112613,4/22/21,8:56,1SCL1,Operational,0.64,0.16,0.78,<1,<1
202113114,4/27/21,10:57,1SCH3,Operational,0.46,0.11,0.78,<1,<1
202113434,4/29/21,9:52,1SCH3,Operational,0.57,0.1,0.78,<1,<1
202115091,5/15/21,8:57,1SCH3,Operational,0.58,0.1,0.78,<1,<1
202116227,5/26/21,10:11,1SCH3,Operational,0.44,0.12,0.78,<1,<1
202422001,8/19/24,10:49,1S03A,Operational,1.11,0.63,0.78,<1,<1
202422004,8/19/24,9:33,1SCL1,Operational,0.89,0.63,0.78,<1,<1
202422099,8/20/24,10:42,1S03B,Operational,0.68,0.56,0.78,<1,<1
202422104,8/20/24,11:15,1SCH3,Operational,0.65,0.65,0.78,<1,<1
202422886,8/29/24,8:12,1S03,Operational,0.78,0.53,0.78,<1,<1
202422888,8/29/24,8:40,1SCH3,Operational,0.7,0.62,0.78,<1,<1
202422889,8/29/24,8:57,1SCL1,Operational,0.8,0.62,0.78,<1,<1
202423296,9/3/24,10:36,1S03B,Operational,0.59,0.57,0.78,<1,<1
202423252,9/3/24,10:22,1SCL1,Operational,0.86,0.61,0.78,<1,<1
202423391,9/4/24,9:42,1S03B,Operational,0.74,0.56,0.78,<1,<1
202426407,10/4/24,1899-12-31T09:15:00.000,1S02B,Operational,0.66,0.65,0.77,<1,<1
202426408,10/4/24,1899-12-31T10:07:00.000,1S03,Operational,0.69,0.52,0.77,<1,<1
202427808,10/19/24,1899-12-31T08:21:00.000,1S03A,Operational,1.02,0.81,0.77,<1,<1
202427886,10/20/24,1899-12-31T10:38:00.000,1S03A,Operational,0.97,0.75,0.77,<1,<1
202428226,10/24/24,1899-12-31T09:09:00.000,1S02B,Operational,1.09,0.61,0.77,<1,<1
202428227,10/24/24,1899-12-31T09:39:00.000,1S03A,Operational,0.79,0.68,0.77,<1,<1
202428374,10/25/24,1899-12-31T08:39:00.000,1S02B,Operational,0.77,0.62,0.77,<1,<1
202428361,10/25/24,1899-12-31T10:27:00.000,1SCH3,Operational,0.71,0.11,0.77,<1,<1
202428416,10/26/24,1899-12-31T08:35:00.000,1S03A,Operational,0.93,0.63,0.77,<1,<1
202428500,10/27/24,1899-12-31T09:07:00.000,1S02B,Operational,0.79,0.62,0.77,<1,<1
202428502,10/27/24,1899-12-31T08:38:00.000,1S03A,Operational,0.94,0.64,0.77,<1,<1
202428666,10/29/24,1899-12-31T09:18:00.000,1S02B,Operational,0.83,2.05,0.77,<1,<1
202428667,10/29/24,1899-12-31T08:42:00.000,1S03A,Operational,0.88,0.68,0.77,<1,<1
202433519,12/2/24,1899-12-31T10:54:00.000,1SCH3,Operational,0.7,<0.10,0.77,<1,<1
202433600,12/3/24,1899-12-31T10:16:00.000,1SCH3,Operational,0.73,0.11,0.77,<1,<1
202435535,12/19/24,1899-12-31T07:59:00.000,1S02B,Operational,0.71,0.87,0.77,<1,<1
